Time,originele Temp,Temp
2018-12-12T01:00:00Z,-1.912,14.1
2018-12-12T02:00:00Z,-2.037,10.14
2018-12-12T03:00:00Z,-2.181,12.11
2018-12-12T04:00:00Z,-2.346,15.14
2018-12-12T05:00:00Z,-2.56,12.1
2018-12-12T06:00:00Z,-2.844,12.11
2018-12-12T07:00:00Z,-2.483,12.1
2018-12-12T08:00:00Z,-1.441,14.1
2018-12-12T09:00:00Z,-0.379,14.14
2018-12-12T10:00:00Z,0.245,12.12
2018-12-12T11:00:00Z,0.559,12.14
2018-12-12T12:00:00Z,0.621,12.13
2018-12-12T13:00:00Z,0.402,12.12
2018-12-12T14:00:00Z,-0.669,13.13
2018-12-12T15:00:00Z,-2.162,14.11
2018-12-12T16:00:00Z,-2.76,15.13
2018-12-12T17:00:00Z,-3.109,12.11
2018-12-12T18:00:00Z,-3.441,11.14
2018-12-12T19:00:00Z,-3.758,10.13
2018-12-12T20:00:00Z,-4.071,13.11
2018-12-12T21:00:00Z,-4.376,11.1
2018-12-12T22:00:00Z,-4.733,13.15
2018-12-12T23:00:00Z,-5.092,11.12
2018-12-13T00:00:00Z,-5.433,13.14
2018-12-13T01:00:00Z,-5.702,12.13
2018-12-13T02:00:00Z,-5.897,10.12
2018-12-13T03:00:00Z,-5.957,14.13
2018-12-13T04:00:00Z,-5.991,14.12
2018-12-13T05:00:00Z,-6.073,11.14
2018-12-13T06:00:00Z,-6.214,13.11
2018-12-13T07:00:00Z,-5.976,12.12
2018-12-13T08:00:00Z,-4.644,11.15
2018-12-13T09:00:00Z,-2.948,10.13
2018-12-13T10:00:00Z,-1.856,15.14
2018-12-13T11:00:00Z,-1.177,10.13
2018-12-13T12:00:00Z,-1.043,11.13
2018-12-13T13:00:00Z,-1.355,15.1
2018-12-13T14:00:00Z,-2.511,10.1
2018-12-13T15:00:00Z,-4.299,11.15
2018-12-13T16:00:00Z,-5.12,13.12
2018-12-13T17:00:00Z,-5.614,11.15
2018-12-13T18:00:00Z,-6.006,15.11
2018-12-13T19:00:00Z,-6.399,15.12
2018-12-13T20:00:00Z,-6.765,11.15
2018-12-13T21:00:00Z,-6.974,10.11
2018-12-13T22:00:00Z,-7.169,15.15
2018-12-13T23:00:00Z,-7.394,15.12
2018-12-14T00:00:00Z,-7.532,13.11
2018-12-14T01:00:00Z,-7.632,11.1
2018-12-14T02:00:00Z,-7.59,12.11
2018-12-14T03:00:00Z,-7.474,15.15
2018-12-14T04:00:00Z,-7.363,11.12
2018-12-14T05:00:00Z,-7.263,11.13
2018-12-14T06:00:00Z,-7.21,15.13
2018-12-14T07:00:00Z,-6.857,12.14
2018-12-14T08:00:00Z,-5.425,10.13
2018-12-14T09:00:00Z,-3.771,11.12
2018-12-14T10:00:00Z,-2.773,15.14
2018-12-14T11:00:00Z,-2.258,12.11
2018-12-14T12:00:00Z,-2.133,12.12
2018-12-14T13:00:00Z,-2.383,10.12
2018-12-14T14:00:00Z,-3.315,10.1
2018-12-14T15:00:00Z,-4.649,10.13
2018-12-14T16:00:00Z,-5.173,14.11
2018-12-14T17:00:00Z,-5.446,14.11
2018-12-14T18:00:00Z,-5.665,11.12
2018-12-14T19:00:00Z,-5.86,11.1
2018-12-14T20:00:00Z,-6.014,12.1
2018-12-14T21:00:00Z,-6.108,15.14
2018-12-14T22:00:00Z,-6.16,11.11
2018-12-14T23:00:00Z,-6.215,15.11
2018-12-15T00:00:00Z,-6.258,13.11
2018-12-15T01:00:00Z,-6.301,12.11
2018-12-15T02:00:00Z,-6.365,13.1
2018-12-15T03:00:00Z,-6.403,13.11
2018-12-15T04:00:00Z,-6.365,12.14
2018-12-15T05:00:00Z,-6.314,11.11
2018-12-15T06:00:00Z,-6.276,11.1
2018-12-15T07:00:00Z,-5.946,10.15
2018-12-15T08:00:00Z,-4.892,14.13
2018-12-15T09:00:00Z,-3.77,15.12
2018-12-15T10:00:00Z,-3.122,12.13
2018-12-15T11:00:00Z,-2.793,12.15
2018-12-15T12:00:00Z,-2.696,13.15
2018-12-15T13:00:00Z,-2.881,13.1
2018-12-15T14:00:00Z,-3.555,11.11
2018-12-15T15:00:00Z,-4.643,10.15
2018-12-15T16:00:00Z,-5.303,13.12
2018-12-15T17:00:00Z,-5.749,10.13
2018-12-15T18:00:00Z,-6.124,14.11
2018-12-15T19:00:00Z,-6.46,14.1
2018-12-15T20:00:00Z,-6.698,14.15
2018-12-15T21:00:00Z,-6.921,15.11
2018-12-15T22:00:00Z,-7.166,12.13
2018-12-15T23:00:00Z,-7.507,14.1
2018-12-16T00:00:00Z,-7.84,10.12
2018-12-16T01:00:00Z,-8.077,11.14
2018-12-16T02:00:00Z,-8.221,13.1
2018-12-16T03:00:00Z,-8.338,13.14
2018-12-16T04:00:00Z,-8.29,11.13
2018-12-16T05:00:00Z,-8.114,13.14
2018-12-16T06:00:00Z,-7.955,11.14
2018-12-16T07:00:00Z,-7.248,15.14
2018-12-16T08:00:00Z,-5.417,14.12
2018-12-16T09:00:00Z,-3.447,12.13
2018-12-16T10:00:00Z,-2.448,12.15
2018-12-16T11:00:00Z,-1.709,10.12
2018-12-16T12:00:00Z,-1.301,10.15
2018-12-16T13:00:00Z,-1.372,12.12
2018-12-16T14:00:00Z,-2.379,14.1
2018-12-16T15:00:00Z,-3.794,12.13
2018-12-16T16:00:00Z,-4.168,14.11
2018-12-16T17:00:00Z,-4.246,11.15
2018-12-16T18:00:00Z,-4.285,13.15
2018-12-16T19:00:00Z,-4.311,12.11
2018-12-16T20:00:00Z,-4.502,12.11
2018-12-16T21:00:00Z,-4.758,10.1
2018-12-16T22:00:00Z,-4.812,14.14
2018-12-16T23:00:00Z,-4.734,12.14
2018-12-17T00:00:00Z,-4.685,12.13
2018-12-17T01:00:00Z,-4.562,12.13
2018-12-17T02:00:00Z,-4.353,14.14
2018-12-17T03:00:00Z,-4.262,11.13
2018-12-17T04:00:00Z,-4.318,10.12
2018-12-17T05:00:00Z,-4.461,11.1
2018-12-17T06:00:00Z,-4.612,12.1
2018-12-17T07:00:00Z,-4.437,10.13
2018-12-17T08:00:00Z,-3.097,10.14
2018-12-17T09:00:00Z,-1.309,14.11
2018-12-17T10:00:00Z,-0.115,12.1
2018-12-17T11:00:00Z,0.615,15.14
2018-12-17T12:00:00Z,0.871,11.12
2018-12-17T13:00:00Z,0.656,10.12
2018-12-17T14:00:00Z,-0.731,13.12
2018-12-17T15:00:00Z,-2.302,13.14
2018-12-17T16:00:00Z,-2.872,11.12
2018-12-17T17:00:00Z,-3.137,12.14
2018-12-17T18:00:00Z,-3.343,11.1
2018-12-17T19:00:00Z,-3.469,14.15
2018-12-17T20:00:00Z,-3.481,12.11
2018-12-17T21:00:00Z,-3.43,13.1
2018-12-17T22:00:00Z,-3.347,11.15
2018-12-17T23:00:00Z,-3.211,11.14
2018-12-18T00:00:00Z,-3.089,10.1
2018-12-18T01:00:00Z,-2.892,10.13
2018-12-18T02:00:00Z,-2.765,10.1
2018-12-18T03:00:00Z,-2.806,15.13
2018-12-18T04:00:00Z,-2.941,12.14
2018-12-18T05:00:00Z,-3.107,14.12
2018-12-18T06:00:00Z,-3.376,15.15
2018-12-18T07:00:00Z,-3.108,10.14
2018-12-18T08:00:00Z,-1.357,10.15
2018-12-18T09:00:00Z,0.418,13.1
2018-12-18T10:00:00Z,1.43,13.15
2018-12-18T11:00:00Z,2.105,12.14
2018-12-18T12:00:00Z,2.283,10.13
2018-12-18T13:00:00Z,1.747,13.13
2018-12-18T14:00:00Z,0.294,15.15
2018-12-18T15:00:00Z,-1.627,12.1
2018-12-18T16:00:00Z,-2.751,11.13
2018-12-18T17:00:00Z,-3.474,15.13
2018-12-18T18:00:00Z,-4.017,13.15
2018-12-18T19:00:00Z,-4.19,14.1
2018-12-18T20:00:00Z,-4.243,12.12
2018-12-18T21:00:00Z,-4.29,15.1
2018-12-18T22:00:00Z,-4.407,14.14
2018-12-18T23:00:00Z,-4.563,15.1
2018-12-19T00:00:00Z,-4.6,13.12
2018-12-19T01:00:00Z,-4.5,14.14
2018-12-19T02:00:00Z,-4.489,11.15
2018-12-19T03:00:00Z,-4.489,14.12
2018-12-19T04:00:00Z,-4.418,15.1
2018-12-19T05:00:00Z,-4.385,12.1
2018-12-19T06:00:00Z,-4.38,12.1
2018-12-19T07:00:00Z,-3.98,12.1
2018-12-19T08:00:00Z,-2.635,15.12
2018-12-19T09:00:00Z,-1.216,15.15
2018-12-19T10:00:00Z,-0.271,15.14
2018-12-19T11:00:00Z,0.261,15.1
2018-12-19T12:00:00Z,0.394,11.15
2018-12-19T13:00:00Z,0.117,11.15
2018-12-19T14:00:00Z,-0.598,10.1
2018-12-19T15:00:00Z,-1.312,12.12
2018-12-19T16:00:00Z,-1.716,10.14
2018-12-19T17:00:00Z,-2.176,11.1
2018-12-19T18:00:00Z,-2.681,15.1
2018-12-19T19:00:00Z,-3.183,11.13
2018-12-19T20:00:00Z,-3.654,15.13
2018-12-19T21:00:00Z,-4.007,10.11
2018-12-19T22:00:00Z,-4.339,15.13
2018-12-19T23:00:00Z,-4.444,15.1
2018-12-20T00:00:00Z,-4.429,11.13
2018-12-20T01:00:00Z,-4.347,12.11
2018-12-20T02:00:00Z,-4.337,13.14
2018-12-20T03:00:00Z,-4.269,11.15
2018-12-20T04:00:00Z,-4.041,11.15
2018-12-20T05:00:00Z,-3.808,14.11
2018-12-20T06:00:00Z,-3.661,12.13
2018-12-20T07:00:00Z,-3.277,15.12
2018-12-20T08:00:00Z,-2.195,12.14
2018-12-20T09:00:00Z,-0.996,15.12
2018-12-20T10:00:00Z,-0.039,10.1
2018-12-20T11:00:00Z,0.648,12.1
2018-12-20T12:00:00Z,1.085,15.14
2018-12-20T13:00:00Z,1.109,10.1
2018-12-20T14:00:00Z,0.09,10.15
2018-12-20T15:00:00Z,-1.064,13.12
2018-12-20T16:00:00Z,-1.439,15.15
2018-12-20T17:00:00Z,-1.59,10.14
2018-12-20T18:00:00Z,-1.715,10.14
2018-12-20T19:00:00Z,-1.913,10.14
2018-12-20T20:00:00Z,-2.168,15.15
2018-12-20T21:00:00Z,-2.338,13.1
2018-12-20T22:00:00Z,-2.634,10.12
2018-12-20T23:00:00Z,-2.865,11.1
2018-12-21T00:00:00Z,-2.877,12.12
2018-12-21T01:00:00Z,-2.812,10.13
2018-12-21T02:00:00Z,-2.779,13.11
2018-12-21T03:00:00Z,-2.763,14.14
2018-12-21T04:00:00Z,-2.76,15.12
2018-12-21T05:00:00Z,-2.466,13.13
2018-12-21T06:00:00Z,-2.26,15.13
2018-12-21T07:00:00Z,-1.765,12.11
2018-12-21T08:00:00Z,-0.482,10.13
2018-12-21T09:00:00Z,0.571,15.14
2018-12-21T10:00:00Z,1.431,14.12
2018-12-21T11:00:00Z,2.07,13.13
2018-12-21T12:00:00Z,2.232,14.15
2018-12-21T13:00:00Z,1.742,11.11
2018-12-21T14:00:00Z,0.886,12.14
2018-12-21T15:00:00Z,0.569,12.11
2018-12-21T16:00:00Z,0.804,10.12
2018-12-21T17:00:00Z,0.905,15.14
2018-12-21T18:00:00Z,1.12,10.11
2018-12-21T19:00:00Z,1.573,11.14
2018-12-21T20:00:00Z,2.008,11.15
2018-12-21T21:00:00Z,2.4,15.1
2018-12-21T22:00:00Z,2.551,15.11
2018-12-21T23:00:00Z,2.673,13.12
2018-12-22T00:00:00Z,2.722,12.11
2018-12-22T01:00:00Z,2.715,12.12
2018-12-22T02:00:00Z,2.699,10.15
2018-12-22T03:00:00Z,2.71,10.12
2018-12-22T04:00:00Z,2.763,11.11
2018-12-22T05:00:00Z,2.898,15.11
2018-12-22T06:00:00Z,2.979,10.1
2018-12-22T07:00:00Z,3.553,12.1
2018-12-22T08:00:00Z,4.804,14.12
2018-12-22T09:00:00Z,5.903,13.1
2018-12-22T10:00:00Z,6.517,12.14
2018-12-22T11:00:00Z,6.746,15.1
2018-12-22T12:00:00Z,6.744,10.12
2018-12-22T13:00:00Z,6.337,15.11
2018-12-22T14:00:00Z,5.388,11.14
2018-12-22T15:00:00Z,4.546,13.14
2018-12-22T16:00:00Z,4.304,10.14
2018-12-22T17:00:00Z,4.029,15.15
2018-12-22T18:00:00Z,3.724,10.1
2018-12-22T19:00:00Z,3.479,13.13
2018-12-22T20:00:00Z,3.297,12.12
2018-12-22T21:00:00Z,3.163,12.13
2018-12-22T22:00:00Z,3.105,12.12
2018-12-22T23:00:00Z,3.106,11.11
2018-12-23T00:00:00Z,3.094,10.15
2018-12-23T01:00:00Z,3.019,13.13
2018-12-23T02:00:00Z,2.789,10.13
2018-12-23T03:00:00Z,2.551,10.15
2018-12-23T04:00:00Z,2.389,10.12
2018-12-23T05:00:00Z,2.276,14.14
2018-12-23T06:00:00Z,2.191,15.14
2018-12-23T07:00:00Z,2.543,12.13
2018-12-23T08:00:00Z,3.53,10.12
2018-12-23T09:00:00Z,4.441,12.13
2018-12-23T10:00:00Z,5.099,12.11
2018-12-23T11:00:00Z,5.499,10.12
2018-12-23T12:00:00Z,5.573,13.11
2018-12-23T13:00:00Z,5.033,13.12
2018-12-23T14:00:00Z,3.962,14.11
2018-12-23T15:00:00Z,3.235,14.12
2018-12-23T16:00:00Z,3.1,10.15
2018-12-23T17:00:00Z,2.961,14.11
2018-12-23T18:00:00Z,2.84,10.12
2018-12-23T19:00:00Z,2.648,15.1
2018-12-23T20:00:00Z,2.524,15.12
2018-12-23T21:00:00Z,2.553,15.12
2018-12-23T22:00:00Z,2.94,12.1
2018-12-23T23:00:00Z,3.396,14.1
2018-12-24T00:00:00Z,3.702,12.11
2018-12-24T01:00:00Z,3.831,12.13
2018-12-24T02:00:00Z,3.81,13.13
2018-12-24T03:00:00Z,3.996,13.11
2018-12-24T04:00:00Z,3.707,13.11
2018-12-24T05:00:00Z,2.956,11.14
2018-12-24T06:00:00Z,2.157,10.11
2018-12-24T07:00:00Z,1.667,10.12
2018-12-24T08:00:00Z,1.559,14.14
2018-12-24T09:00:00Z,1.692,12.14
2018-12-24T10:00:00Z,2.089,14.11
2018-12-24T11:00:00Z,2.571,10.15
2018-12-24T12:00:00Z,2.634,11.12
2018-12-24T13:00:00Z,2.221,10.13
2018-12-24T14:00:00Z,1.257,13.13
2018-12-24T15:00:00Z,0.005,10.11
2018-12-24T16:00:00Z,-0.558,15.1
2018-12-24T17:00:00Z,-0.978,14.15
2018-12-24T18:00:00Z,-1.424,13.12
2018-12-24T19:00:00Z,-1.823,13.15
2018-12-24T20:00:00Z,-2.189,11.11
2018-12-24T21:00:00Z,-2.517,13.1
2018-12-24T22:00:00Z,-2.72,14.12
2018-12-24T23:00:00Z,-2.809,12.1
2018-12-25T00:00:00Z,-2.871,11.12
2018-12-25T01:00:00Z,-2.964,13.12
2018-12-25T02:00:00Z,-2.961,14.11
2018-12-25T03:00:00Z,-2.836,11.14
2018-12-25T04:00:00Z,-2.808,11.14
2018-12-25T05:00:00Z,-2.83,14.15
2018-12-25T06:00:00Z,-2.853,15.14
2018-12-25T07:00:00Z,-2.421,12.15
2018-12-25T08:00:00Z,-1.412,14.11
2018-12-25T09:00:00Z,-0.586,11.13
2018-12-25T10:00:00Z,-0.034,11.15
2018-12-25T11:00:00Z,0.38,12.1
2018-12-25T12:00:00Z,0.568,11.1
2018-12-25T13:00:00Z,0.425,13.15
2018-12-25T14:00:00Z,-0.331,12.15
2018-12-25T15:00:00Z,-1.449,11.11
2018-12-25T16:00:00Z,-2.014,13.11
2018-12-25T17:00:00Z,-2.347,15.1
